deck_variant,deck,slot_number,card_name,oracle_id,mana_value,color_identity,commander_identity,card_type,layout,scryfall_commander_legality,scryfall_duel_legality,game_changer,official_banned_check,color_identity_match,nonbasic_singleton_check,notes
Akiri Ideal,Akiri,18,Mountain,a3fb7228-e76b-4e96-a40e-20b5fed75685,0,R,RW,Basic Land — Mountain,normal,legal,legal,FALSE,FALSE,TRUE,TRUE,basic-land repeat allowed
Akiri Ideal,Akiri,19,Mountain,a3fb7228-e76b-4e96-a40e-20b5fed75685,0,R,RW,Basic Land — Mountain,normal,legal,legal,FALSE,FALSE,TRUE,TRUE,basic-land repeat allowed
Akiri Ideal,Akiri,20,Mountain,a3fb7228-e76b-4e96-a40e-20b5fed75685,0,R,RW,Basic Land — Mountain,normal,legal,legal,FALSE,FALSE,TRUE,TRUE,basic-land repeat allowed
Akiri Ideal,Akiri,21,Mountain,a3fb7228-e76b-4e96-a40e-20b5fed75685,0,R,RW,Basic Land — Mountain,normal,legal,legal,FALSE,FALSE,TRUE,TRUE,basic-land repeat allowed
Akiri Ideal,Akiri,22,Mountain,a3fb7228-e76b-4e96-a40e-20b5fed75685,0,R,RW,Basic Land — Mountain,normal,legal,legal,FALSE,FALSE,TRUE,TRUE,basic-land repeat allowed
Akiri Ideal,Akiri,23,Mountain,a3fb7228-e76b-4e96-a40e-20b5fed75685,0,R,RW,Basic Land — Mountain,normal,legal,legal,FALSE,FALSE,TRUE,TRUE,basic-land repeat allowed
Akiri Ideal,Akiri,24,Command Tower,0895c9b7-ae7d-4bb3-af17-3b75deb50a25,0,COLORLESS,RW,Land,normal,legal,legal,FALSE,FALSE,TRUE,TRUE,
Akiri Ideal,Akiri,25,Clifftop Retreat,d7faa3c8-46cf-46b2-bfa4-89000307cf18,0,RW,RW,Land,normal,legal,legal,FALSE,FALSE,TRUE,TRUE,
Akiri Ideal,Akiri,26,Battlefield Forge,6b75b94e-83b7-457e-ac41-7ca90b5a59aa,0,RW,RW,Land,normal,legal,legal,FALSE,FALSE,TRUE,TRUE,
Akiri Ideal,Akiri,27,Inspiring Vantage,3f17c60e-923a-4392-9da8-87d9ded009b7,0,RW,RW,Land,normal,legal,legal,FALSE,FALSE,TRUE,TRUE,
Akiri Ideal,Akiri,28,Sacred Foundry,45181cb8-2090-4471-ba90-e5a8f04d525f,0,RW,RW,Land — Mountain Plains,normal,legal,legal,FALSE,FALSE,TRUE,TRUE,
Akiri Ideal,Akiri,29,Spectator Seating,cf6d10ed-85c3-48f2-8ba0-2960e03b408b,0,RW,RW,Land,normal,legal,legal,FALSE,FALSE,TRUE,TRUE,
Akiri Ideal,Akiri,30,Rugged Prairie,8e7641e1-e814-4d5a-9cb3-71ad2f4ceee8,0,RW,RW,Land,normal,legal,legal,FALSE,FALSE,TRUE,TRUE,
Akiri Ideal,Akiri,31,Temple of Triumph,6f0d94d9-64bb-4175-83bc-301e8f79f54f,0,RW,RW,Land,normal,legal,legal,FALSE,FALSE,TRUE,TRUE,
Akiri Ideal,Akiri,32,Boros Garrison,8fa3ac81-3dfe-4565-be99-5554f7597b4b,0,RW,RW,Land,normal,legal,legal,FALSE,FALSE,TRUE,TRUE,
Akiri Ideal,Akiri,33,"Sunhome, Fortress of the Legion",a9f8344c-1705-4254-81d6-aa05e0c69c29,0,RW,RW,Land,normal,legal,legal,FALSE,FALSE,TRUE,TRUE,
Akiri Ideal,Akiri,34,Slayers' Stronghold,2de7367b-a5a4-43f4-8f8f-b931ea28150d,0,RW,RW,Land,normal,legal,legal,FALSE,FALSE,TRUE,TRUE,
Akiri Ideal,Akiri,35,Buried Ruin,3644f316-f9a3-46c9-9b1e-747f86cf4ead,0,COLORLESS,RW,Land,normal,legal,legal,FALSE,FALSE,TRUE,TRUE,
Akiri Ideal,Akiri,36,War Room,71c52bf5-2a5d-488e-8b15-7ef290e4b77d,0,COLORLESS,RW,Land,normal,legal,legal,FALSE,FALSE,TRUE,TRUE,
Akiri Ideal,Akiri,37,Bonders' Enclave,f33ce38a-34ec-4b65-a0fc-160484a02007,0,COLORLESS,RW,Land,normal,legal,legal,FALSE,FALSE,TRUE,TRUE,
Akiri Ideal,Akiri,38,"Sram, Senior Edificer",7e00b0cd-d212-4604-ba07-da21f4fe00b0,2,W,RW,Legendary Creature — Dwarf Advisor,normal,legal,legal,FALSE,FALSE,TRUE,TRUE,
Akiri Ideal,Akiri,39,Puresteel Paladin,74a62c7b-4753-4af2-b7a1-9a4ae8988801,2,W,RW,Creature — Human Knight,normal,legal,legal,FALSE,FALSE,TRUE,TRUE,
Akiri Ideal,Akiri,40,Stoneforge Mystic,358789f9-7d87-411d-919e-d597da665cbd,2,W,RW,Creature — Kor Artificer,normal,legal,legal,FALSE,FALSE,TRUE,TRUE,
Akiri Ideal,Akiri,41,"Ardenn, Intrepid Archaeologist",7c521612-21c6-4c4b-b10e-66e70928609b,3,W,RW,Legendary Creature — Kor Scout,normal,legal,legal,FALSE,FALSE,TRUE,TRUE,
Akiri Ideal,Akiri,42,Bruenor Battlehammer,ea7de96f-db69-421d-a951-ffaeac140379,4,RW,RW,Legendary Creature — Dwarf Warrior,normal,legal,legal,FALSE,FALSE,TRUE,TRUE,
Akiri Ideal,Akiri,43,"Danitha Capashen, Paragon",4b6377da-83e7-4519-9582-16a9c16b8faa,3,W,RW,Legendary Creature — Human Knight,normal,legal,legal,FALSE,FALSE,TRUE,TRUE,
Akiri Ideal,Akiri,44,Armored Skyhunter,b4dbbf56-d7df-4183-bb48-cfc6b4d0468f,4,W,RW,Creature — Cat Knight,normal,legal,legal,FALSE,FALSE,TRUE,TRUE,
Akiri Ideal,Akiri,45,"Wyleth, Soul of Steel",35bef4d3-4473-4265-86b0-f1393c82fd1d,3,RW,RW,Legendary Creature — Human Warrior,normal,legal,legal,FALSE,FALSE,TRUE,TRUE,
Akiri Ideal,Akiri,46,"Reyav, Master Smith",d1fc2549-40d5-41c8-b3ab-07ea13e9381d,2,RW,RW,Legendary Creature — Dwarf Artificer,normal,legal,legal,FALSE,FALSE,TRUE,TRUE,
Akiri Ideal,Akiri,47,Fervent Champion,8de50bda-1ef6-4ccf-9efc-fab10b7eb2e5,1,R,RW,Creature — Human Knight,normal,legal,legal,FALSE,FALSE,TRUE,TRUE,
Akiri Ideal,Akiri,48,Kor Blademaster,194260af-aba5-4d18-a69b-eedb97ed4a4b,2,W,RW,Creature — Kor Warrior,normal,legal,legal,FALSE,FALSE,TRUE,TRUE,
Akiri Ideal,Akiri,49,Leonin Shikari,857d94f7-113c-45a4-a88a-5d087347d57f,2,W,RW,Creature — Cat Soldier,normal,legal,legal,FALSE,FALSE,TRUE,TRUE,
Akiri Ideal,Akiri,50,Brass Squire,5a10c3a5-6724-4e5a-ae4f-b27dde12735a,3,COLORLESS,RW,Artifact Creature — Myr,normal,legal,legal,FALSE,FALSE,TRUE,TRUE,
Akiri Ideal,Akiri,51,Stone Haven Outfitter,8e646a6b-77ba-4f7d-8ee9-b0b084453f77,2,W,RW,Creature — Kor Artificer Ally,normal,legal,legal,FALSE,FALSE,TRUE,TRUE,
Akiri Ideal,Akiri,52,Auriok Steelshaper,e3ee8b0e-9bdc-4b9a-b4f9-59189dd6a80d,2,W,RW,Creature — Human Soldier,normal,legal,legal,FALSE,FALSE,TRUE,TRUE,
Akiri Ideal,Akiri,53,"Kemba, Kha Regent",499d5801-0c56-40f2-9a46-77025ed6cb87,3,W,RW,Legendary Creature — Cat Cleric,normal,legal,legal,FALSE,FALSE,TRUE,TRUE,
Akiri Ideal,Akiri,54,"Balan, Wandering Knight",d12cfd46-73c2-4206-9a10-0d2e7d6ac87e,4,W,RW,Legendary Creature — Cat Knight,normal,legal,legal,FALSE,FALSE,TRUE,TRUE,
Akiri Ideal,Akiri,55,"Astor, Bearer of Blades",196962f0-6aff-4198-9e0c-eaf42aeaf147,4,RW,RW,Legendary Creature — Human Warrior,normal,legal,legal,FALSE,FALSE,TRUE,TRUE,
Akiri Ideal,Akiri,56,Mirran Crusader,fe69d9bd-2a60-4b33-a0d8-1ca18c2b6705,3,W,RW,Creature — Human Knight,normal,legal,legal,FALSE,FALSE,TRUE,TRUE,
Akiri Ideal,Akiri,57,Selfless Spirit,71d785a9-ddc8-472e-a778-a551b444a4bd,2,W,RW,Creature — Spirit Cleric,normal,legal,legal,FALSE,FALSE,TRUE,TRUE,
Akiri Ideal,Akiri,58,Mother of Runes,60433b48-d27f-413c-905c-43839b1943f1,1,W,RW,Creature — Human Cleric,normal,legal,legal,FALSE,FALSE,TRUE,TRUE,
Akiri Ideal,Akiri,59,Skyclave Apparition,d90af00a-d322-4265-9954-7b1e80702e18,3,W,RW,Creature — Kor Spirit,normal,legal,legal,FALSE,FALSE,TRUE,TRUE,
Akiri Ideal,Akiri,60,Loran of the Third Path,b3d81980-76f2-44e2-b1c9-01e30c726312,3,W,RW,Legendary Creature — Human Artificer,normal,legal,legal,FALSE,FALSE,TRUE,TRUE,
Akiri Ideal,Akiri,61,Sun Titan,b2e950fb-cb7e-40a0-a311-5bbdd0477b29,6,W,RW,Creature — Giant,normal,legal,legal,FALSE,FALSE,TRUE,TRUE,
Akiri Ideal,Akiri,62,Bonesplitter,452e3f5f-ce17-4682-966b-5cc100210aee,1,COLORLESS,RW,Artifact — Equipment,normal,legal,legal,FALSE,FALSE,TRUE,TRUE,
Akiri Ideal,Akiri,63,Swiftfoot Boots,c8b143ad-43ec-4e0d-a440-e348daa31391,2,COLORLESS,RW,Artifact — Equipment,normal,legal,legal,FALSE,FALSE,TRUE,TRUE,
Akiri Ideal,Akiri,64,Lightning Greaves,ca204b66-8d0c-431a-8d34-282f7c2d17da,2,COLORLESS,RW,Artifact — Equipment,normal,legal,legal,FALSE,FALSE,TRUE,TRUE,
Akiri Ideal,Akiri,65,Sword of the Animist,d79cbc61-6c15-48ea-bbba-3cffb819ccba,2,COLORLESS,RW,Legendary Artifact — Equipment,normal,legal,legal,FALSE,FALSE,TRUE,TRUE,
Akiri Ideal,Akiri,66,Mask of Memory,d6b2c998-a226-426c-a40d-6e6007041bfe,2,COLORLESS,RW,Artifact — Equipment,normal,legal,legal,FALSE,FALSE,TRUE,TRUE,
Akiri Ideal,Akiri,67,Maul of the Skyclaves,088a1f56-198c-41a1-b244-ec1c7a771041,3,W,RW,Artifact — Equipment,normal,legal,legal,FALSE,FALSE,TRUE,TRUE,
Akiri Ideal,Akiri,68,Basilisk Collar,f5f4dd28-f4ae-4d39-b9b8-6ebfd63c93fe,1,COLORLESS,RW,Artifact — Equipment,normal,legal,legal,FALSE,FALSE,TRUE,TRUE,
Akiri Ideal,Akiri,69,Fireshrieker,a02e1ca7-23c5-41e3-a744-72fc9e9dd8ba,3,COLORLESS,RW,Artifact — Equipment,normal,legal,legal,FALSE,FALSE,TRUE,TRUE,
Akiri Ideal,Akiri,70,Shadowspear,8b27326f-e7b8-4a4d-b589-df459246d19a,1,COLORLESS,RW,Legendary Artifact — Equipment,normal,legal,legal,FALSE,FALSE,TRUE,TRUE,
Akiri Ideal,Akiri,71,Loxodon Warhammer,dba35ac5-7ad3-488a-a006-6b9a1d54eea5,3,COLORLESS,RW,Artifact — Equipment,normal,legal,legal,FALSE,FALSE,TRUE,TRUE,
Akiri Ideal,Akiri,72,O-Naginata,5641c831-5254-4ef2-ba48-328d86007479,1,COLORLESS,RW,Artifact — Equipment,normal,legal,legal,FALSE,FALSE,TRUE,TRUE,
Akiri Ideal,Akiri,73,Prowler's Helm,603ef53f-6191-4229-b85f-adad6f4503ce,2,COLORLESS,RW,Artifact — Equipment,normal,legal,legal,FALSE,FALSE,TRUE,TRUE,
Akiri Ideal,Akiri,74,Embercleave,4d6120d6-fcce-40bc-9fc6-e1f5beb6c728,6,R,RW,Legendary Artifact — Equipment,normal,legal,legal,FALSE,FALSE,TRUE,TRUE,
Akiri Ideal,Akiri,75,Arcane Signet,0bc7f093-bef0-4f1a-852c-4b75ebf54838,2,COLORLESS,RW,Artifact,normal,legal,legal,FALSE,FALSE,TRUE,TRUE,
Akiri Ideal,Akiri,76,Boros Signet,41c84665-1f99-40ab-aaca-1188649eb263,2,RW,RW,Artifact,normal,legal,legal,FALSE,FALSE,TRUE,TRUE,
Akiri Ideal,Akiri,77,Talisman of Conviction,6c326439-5620-4ec6-a56a-fe9c3d5d2a46,2,RW,RW,Artifact,normal,legal,legal,FALSE,FALSE,TRUE,TRUE,
Akiri Ideal,Akiri,78,Mind Stone,c97361b5-af16-4a7b-af85-a429dbaf4ad2,2,COLORLESS,RW,Artifact,normal,legal,legal,FALSE,FALSE,TRUE,TRUE,
Akiri Ideal,Akiri,79,Commander's Sphere,0b67c4e2-f88b-4e01-85a1-9d5f5b8db13b,3,COLORLESS,RW,Artifact,normal,legal,legal,FALSE,FALSE,TRUE,TRUE,
Akiri Ideal,Akiri,80,Wayfarer's Bauble,31f15274-301b-47c5-ba19-0ced04520878,1,COLORLESS,RW,Artifact,normal,legal,legal,FALSE,FALSE,TRUE,TRUE,
Akiri Ideal,Akiri,81,Fire Diamond,97b477d8-2e05-475e-8ed6-7d680cb21cd9,2,R,RW,Artifact,normal,legal,legal,FALSE,FALSE,TRUE,TRUE,
Akiri Ideal,Akiri,82,Faithless Looting,3d6fa57a-aa53-4b5c-b8af-a7612c823117,1,R,RW,Sorcery,normal,legal,legal,FALSE,FALSE,TRUE,TRUE,
Akiri Ideal,Akiri,83,Thrilling Discovery,c5f5a234-c751-4976-a3e1-fbd52b3255c9,2,RW,RW,Sorcery,normal,legal,legal,FALSE,FALSE,TRUE,TRUE,
Akiri Ideal,Akiri,84,Reckless Impulse,584cf0fd-112a-4ca6-9c0e-1f3228a7d325,2,R,RW,Sorcery,normal,legal,legal,FALSE,FALSE,TRUE,TRUE,
Akiri Ideal,Akiri,85,Mentor of the Meek,b9f4f96b-6e54-4fe6-8df7-623e0fc72409,3,W,RW,Creature — Human Soldier,normal,legal,legal,FALSE,FALSE,TRUE,TRUE,
Akiri Ideal,Akiri,86,Welcoming Vampire,605c1ee0-5e8a-4e0a-a99b-42a38873f822,3,W,RW,Creature — Vampire,normal,legal,legal,FALSE,FALSE,TRUE,TRUE,
Akiri Ideal,Akiri,87,Swords to Plowshares,b1544f21-7e98-461b-aed5-e748b0168c52,1,W,RW,Instant,normal,legal,legal,FALSE,FALSE,TRUE,TRUE,
Akiri Ideal,Akiri,88,Path to Exile,d683d985-9888-4d21-8b5f-69e69ce4a03b,1,W,RW,Instant,normal,legal,legal,FALSE,FALSE,TRUE,TRUE,
Akiri Ideal,Akiri,89,Generous Gift,fae37e28-e137-4177-b973-fa8b4dd8f409,3,W,RW,Instant,normal,legal,legal,FALSE,FALSE,TRUE,TRUE,
Akiri Ideal,Akiri,90,Wear // Tear,9842734c-1eac-450a-731-4c22017ae586,3,RW,RW,Instant // Instant,split,legal,legal,FALSE,FALSE,TRUE,TRUE,
Akiri Ideal,Akiri,91,Chaos Warp,07a0cba9-8768-4fd9-a3d5-b0f83b4bf8e8,3,R,RW,Instant,normal,legal,legal,FALSE,FALSE,TRUE,TRUE,
Akiri Ideal,Akiri,92,Abrade,f9db72dc-9a5b-48a4-a86e-7464d9a2166a,2,R,RW,Instant,normal,legal,legal,FALSE,FALSE,TRUE,TRUE,
Akiri Ideal,Akiri,93,Boros Charm,2679d0dd-ba30-4a1c-b6a0-b3ac6c790496,2,RW,RW,Instant,normal,legal,legal,FALSE,FALSE,TRUE,TRUE,
Akiri Ideal,Akiri,94,Loran's Escape,1a9048d6-f3fa-4f3b-9baa-35318177bc6e,1,W,RW,Instant,normal,legal,legal,FALSE,FALSE,TRUE,TRUE,
Akiri Ideal,Akiri,95,Wrath of God,34515b16-c9a4-4f98-8c77-416a7a523407,4,W,RW,Sorcery,normal,legal,legal,FALSE,FALSE,TRUE,TRUE,
Akiri Ideal,Akiri,96,Blasphemous Act,7a2484a9-04fd-41a0-8224-610c1c07ed10,9,R,RW,Sorcery,normal,legal,legal,FALSE,FALSE,TRUE,TRUE,
Akiri Ideal,Akiri,97,Sevinne's Reclamation,1b9f9f5b-8712-4f00-90cb-1b7b9970eccc,3,W,RW,Sorcery,normal,legal,legal,FALSE,FALSE,TRUE,TRUE,
Akiri Ideal,Akiri,98,Open the Armory,2ecf7771-8061-4710-ad2e-80b092ae0b4b,2,W,RW,Sorcery,normal,legal,legal,FALSE,FALSE,TRUE,TRUE,
Akiri Ideal,Akiri,99,Steelshaper's Gift,d9abda7e-6ca2-42ea-ab24-c542e57014f1,1,W,RW,Sorcery,normal,legal,legal,FALSE,FALSE,TRUE,TRUE,
Akiri Ideal,Akiri,100,Outpost Siege,ebb24fc7-dc71-4712-8c2a-b5920f78e55d,4,R,RW,Enchantment,normal,legal,legal,FALSE,FALSE,TRUE,TRUE,
Chevill Ideal,Chevill,1,"Chevill, Bane of Monsters",50863075-a30b-4238-8e31-5af32a39d886,2,BG,BG,Legendary Creature — Human Rogue,normal,legal,legal,FALSE,FALSE,TRUE,TRUE,
Chevill Ideal,Chevill,2,Forest,b34bb2dc-c1af-4d77-b0b3-a0fb342a5fc6,0,G,BG,Basic Land — Forest,normal,legal,legal,FALSE,FALSE,TRUE,TRUE,basic-land repeat allowed
Chevill Ideal,Chevill,3,Forest,b34bb2dc-c1af-4d77-b0b3-a0fb342a5fc6,0,G,BG,Basic Land — Forest,normal,legal,legal,FALSE,FALSE,TRUE,TRUE,basic-land repeat allowed
Chevill Ideal,Chevill,4,Forest,b34bb2dc-c1af-4d77-b0b3-a0fb342a5fc6,0,G,BG,Basic Land — Forest,normal,legal,legal,FALSE,FALSE,TRUE,TRUE,basic-land repeat allowed
Chevill Ideal,Chevill,5,Forest,b34bb2dc-c1af-4d77-b0b3-a0fb342a5fc6,0,G,BG,Basic Land — Forest,normal,legal,legal,FALSE,FALSE,TRUE,TRUE,basic-land repeat allowed
Chevill Ideal,Chevill,6,Forest,b34bb2dc-c1af-4d77-b0b3-a0fb342a5fc6,0,G,BG,Basic Land — Forest,normal,legal,legal,FALSE,FALSE,TRUE,TRUE,basic-land repeat allowed
Chevill Ideal,Chevill,7,Forest,b34bb2dc-c1af-4d77-b0b3-a0fb342a5fc6,0,G,BG,Basic Land — Forest,normal,legal,legal,FALSE,FALSE,TRUE,TRUE,basic-land repeat allowed
Chevill Ideal,Chevill,8,Forest,b34bb2dc-c1af-4d77-b0b3-a0fb342a5fc6,0,G,BG,Basic Land — Forest,normal,legal,legal,FALSE,FALSE,TRUE,TRUE,basic-land repeat allowed
Chevill Ideal,Chevill,9,Forest,b34bb2dc-c1af-4d77-b0b3-a0fb342a5fc6,0,G,BG,Basic Land — Forest,normal,legal,legal,FALSE,FALSE,TRUE,TRUE,basic-land repeat allowed
Chevill Ideal,Chevill,10,Forest,b34bb2dc-c1af-4d77-b0b3-a0fb342a5fc6,0,G,BG,Basic Land — Forest,normal,legal,legal,FALSE,FALSE,TRUE,TRUE,basic-land repeat allowed
Chevill Ideal,Chevill,11,Forest,b34bb2dc-c1af-4d77-b0b3-a0fb342a5fc6,0,G,BG,Basic Land — Forest,normal,legal,legal,FALSE,FALSE,TRUE,TRUE,basic-land repeat allowed
Chevill Ideal,Chevill,12,Forest,b34bb2dc-c1af-4d77-b0b3-a0fb342a5fc6,0,G,BG,Basic Land — Forest,normal,legal,legal,FALSE,FALSE,TRUE,TRUE,basic-land repeat allowed
Chevill Ideal,Chevill,13,Forest,b34bb2dc-c1af-4d77-b0b3-a0fb342a5fc6,0,G,BG,Basic Land — Forest,normal,legal,legal,FALSE,FALSE,TRUE,TRUE,basic-land repeat allowed
Chevill Ideal,Chevill,14,Forest,b34bb2dc-c1af-4d77-b0b3-a0fb342a5fc6,0,G,BG,Basic Land — Forest,normal,legal,legal,FALSE,FALSE,TRUE,TRUE,basic-land repeat allowed
Chevill Ideal,Chevill,15,Forest,b34bb2dc-c1af-4d77-b0b3-a0fb342a5fc6,0,G,BG,Basic Land — Forest,normal,legal,legal,FALSE,FALSE,TRUE,TRUE,basic-land repeat allowed
Chevill Ideal,Chevill,16,Swamp,56719f6a-1a6c-4c0a-8d21-18f7d7350b68,0,B,BG,Basic Land — Swamp,normal,legal,legal,FALSE,FALSE,TRUE,TRUE,basic-land repeat allowed
Chevill Ideal,Chevill,17,Swamp,56719f6a-1a6c-4c0a-8d21-18f7d7350b68,0,B,BG,Basic Land — Swamp,normal,legal,legal,FALSE,FALSE,TRUE,TRUE,basic-land repeat allowed
Chevill Ideal,Chevill,18,Swamp,56719f6a-1a6c-4c0a-8d21-18f7d7350b68,0,B,BG,Basic Land — Swamp,normal,legal,legal,FALSE,FALSE,TRUE,TRUE,basic-land repeat allowed
Chevill Ideal,Chevill,19,Swamp,56719f6a-1a6c-4c0a-8d21-18f7d7350b68,0,B,BG,Basic Land — Swamp,normal,legal,legal,FALSE,FALSE,TRUE,TRUE,basic-land repeat allowed
Chevill Ideal,Chevill,20,Swamp,56719f6a-1a6c-4c0a-8d21-18f7d7350b68,0,B,BG,Basic Land — Swamp,normal,legal,legal,FALSE,FALSE,TRUE,TRUE,basic-land repeat allowed
Chevill Ideal,Chevill,21,Swamp,56719f6a-1a6c-4c0a-8d21-18f7d7350b68,0,B,BG,Basic Land — Swamp,normal,legal,legal,FALSE,FALSE,TRUE,TRUE,basic-land repeat allowed
Chevill Ideal,Chevill,22,Swamp,56719f6a-1a6c-4c0a-8d21-18f7d7350b68,0,B,BG,Basic Land — Swamp,normal,legal,legal,FALSE,FALSE,TRUE,TRUE,basic-land repeat allowed
Chevill Ideal,Chevill,23,Swamp,56719f6a-1a6c-4c0a-8d21-18f7d7350b68,0,B,BG,Basic Land — Swamp,normal,legal,legal,FALSE,FALSE,TRUE,TRUE,basic-land repeat allowed
Chevill Ideal,Chevill,24,Swamp,56719f6a-1a6c-4c0a-8d21-18f7d7350b68,0,B,BG,Basic Land — Swamp,normal,legal,legal,FALSE,FALSE,TRUE,TRUE,basic-land repeat allowed
Chevill Ideal,Chevill,25,Swamp,56719f6a-1a6c-4c0a-8d21-18f7d7350b68,0,B,BG,Basic Land — Swamp,normal,legal,legal,FALSE,FALSE,TRUE,TRUE,basic-land repeat allowed
Chevill Ideal,Chevill,26,Command Tower,0895c9b7-ae7d-4bb3-af17-3b75deb50a25,0,COLORLESS,BG,Land,normal,legal,legal,FALSE,FALSE,TRUE,TRUE,
Chevill Ideal,Chevill,27,Overgrown Tomb,975ec9a3-6f20-4177-8211-82526e092538,0,BG,BG,Land — Swamp Forest,normal,legal,legal,FALSE,FALSE,TRUE,TRUE,
Chevill Ideal,Chevill,28,Woodland Cemetery,c9fe1383-1331-4a58-a45a-3320250221a9,0,BG,BG,Land,normal,legal,legal,FALSE,FALSE,TRUE,TRUE,
Chevill Ideal,Chevill,29,Llanowar Wastes,32116127-cf96-4a1b-8896-a1ebc087b597,0,BG,BG,Land,normal,legal,legal,FALSE,FALSE,TRUE,TRUE,
Chevill Ideal,Chevill,30,Temple of Malady,dc55421f-dee8-4263-9df0-2365df5f14bb,0,BG,BG,Land,normal,legal,legal,FALSE,FALSE,TRUE,TRUE,
Chevill Ideal,Chevill,31,Tainted Wood,fa6d05a1-3df4-4751-b1a0-8d9693faec73,0,BG,BG,Land,normal,legal,legal,FALSE,FALSE,TRUE,TRUE,
Chevill Ideal,Chevill,32,Golgari Rot Farm,1b301478-b14f-4ef8-94e6-9647d582eabe,0,BG,BG,Land,normal,legal,legal,FALSE,FALSE,TRUE,TRUE,
Chevill Ideal,Chevill,33,Nurturing Peatland,8ed932ff-986c-4592-ad70-53b3fac80d69,0,BG,BG,Land,normal,legal,legal,FALSE,FALSE,TRUE,TRUE,
Chevill Ideal,Chevill,34,Bojuka Bog,04b7362d-0490-4cb0-b5d7-2a7732f659ce,0,B,BG,Land,normal,legal,legal,FALSE,FALSE,TRUE,TRUE,
Chevill Ideal,Chevill,35,Barren Moor,326ba371-124c-4949-a048-3a0c8962e567,0,B,BG,Land,normal,legal,legal,FALSE,FALSE,TRUE,TRUE,
